epoch,batch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,beta,grad_norm,time_elapsed
1,363,76031.12122252748,71995.69657881181,222796765.2213315,70061.97077729431,70037.16702927215,24803.88056887856,0.0001,0.0001,nan,57.289790868759155
2,363,121762.90877189217,65259.347398695056,461196749.0528578,54112.32960838608,54067.45920688291,44870.18146756329,0.0002,0.0002,nan,118.25313949584961
3,363,62990.80198317308,58057.72900927198,16812175.758746136,1300683.4199960444,54063.86278678798,1246619501.063291,0.0003,0.0003,nan,177.35588955879211
4,363,100140.73921488668,48689.73947244162,143264819.86000815,42539.19125791139,42505.92825356012,33262.97206289557,0.0004,0.0004,nan,233.76412916183472
5,363,9935955.577958662,38413.26235727163,22423806164.634014,34205.764537183546,34172.736624802215,33027.86842365506,0.0005,0.0005,nan,292.98257637023926
6,363,8994255462062.947,27618.24500987294,1.7258353637451864e+16,22363.40392602848,22259.808915150315,103594.94590585443,0.0006,0.0006,nan,352.3110177516937
7,363,17958.167394617103,17774.602922712053,286843.32228440506,13576.980790150317,13559.938266416139,17042.51733089399,0.0007,0.0007,nan,413.83014607429504
8,363,4705137936579.068,10662.578665597099,5955108640002899.0,66412.11071004746,4325.929406274723,62086177.974683546,0.0008,0.0008,nan,474.263916015625
9,363,9848287908.505526,6262.411015437199,11499544843701.111,1980.6373229207873,1497.2890764067445,483348.21795886074,0.0009000000000000001,0.0009000000000000001,nan,530.2228651046753
10,363,2028212.6202305385,3288.0705133794427,2075825400.584199,1572.1939774525317,1414.9979093527493,157196.06170886077,0.001,0.001,nan,589.6939268112183
11,363,189110.85195287768,665.6467433971363,188445193.78167388,240.57162263121785,200.32040994378585,40251.2108880538,0.0009996954135095479,0.001,nan,650.9303891658783
12,363,11113.20304290017,216.27392518389357,10896928.434841283,64.26766436613059,46.842430887343006,17425.232508405854,0.0009987820251299122,0.001,nan,712.8321824073792
13,363,70.40973908560616,58.03114216144268,12378.596407376803,63.01758976224102,55.18636843524402,7831.220771113529,0.0009972609476841367,0.001,nan,772.6166429519653
14,363,56.30894350743556,50.56762347378574,5741.319655198317,78.76183744020099,74.34396661685992,4417.8710906596125,0.0009951340343707852,0.001,nan,832.7931320667267
15,363,52.62731768010737,48.971130481133095,3656.187010377318,47.428796406033676,44.802183223676074,2626.6129227650317,0.000992403876506104,0.001,nan,889.1866228580475
16,363,51.691180250146886,48.5684713950524,3122.7087284968447,60.319339365898806,56.588817934446695,3730.5211537035207,0.0009890738003669028,0.001,nan,948.5243053436279
17,363,48.04463349855863,45.83883986630283,2205.7935244382084,42.08499560778654,40.16054208972786,1924.4535731062103,0.0009851478631379982,0.001,nan,1004.3516364097595
18,363,46.73202051959195,44.87999453911414,1852.025882595188,40.528763324399534,38.42758306672302,2101.1802870352058,0.0009806308479691594,0.001,nan,1063.3259432315826
19,363,45.63387578922314,44.183354870303646,1450.5208694961045,40.204074545751645,38.96150477928451,1242.5695816233188,0.0009755282581475768,0.001,nan,1122.1066188812256
20,363,57.36891635957655,55.83017261735686,1538.7442566588684,41.15525711639018,39.51795143417165,1637.3056578817248,0.0009698463103929542,0.001,nan,1180.602154970169
21,363,44.03903174662328,42.90602083520575,1133.010985154372,40.29815777645835,39.367640724665,930.5169747268097,0.0009635919272833937,0.001,nan,1238.8298697471619
22,363,42.39683280148349,41.30888075880952,1087.9520023890905,40.11762213405174,38.754378596438634,1363.2436129413074,0.0009567727288213005,0.001,nan,1294.985797405243
23,363,42.166688442230225,41.01619690591162,1150.4915191315033,40.12910079956055,38.839823734911185,1289.2769945361947,0.0009493970231495835,0.001,nan,1353.7174680233002
24,363,40.60478387560163,39.639201981680735,965.5818110874721,47.6374424318724,46.75792085671727,879.521728515625,0.0009414737964294635,0.001,nan,1409.5089039802551
25,363,40.85636134200044,40.03563960043939,820.721682873401,53.99645310413988,53.1482122397121,848.2407141576839,0.0009330127018922195,0.001,nan,1465.7042853832245
26,363,40.23225815741571,39.444617847819906,787.6403144584907,36.52060354208644,35.81495314006564,705.6505945905855,0.0009240240480782129,0.001,nan,1521.941341638565
27,363,39.770907113840295,39.026065952175266,744.8412182147687,46.93429034269309,45.61172181141527,1322.5684729467464,0.0009145187862775209,0.001,nan,1580.6027030944824
28,363,54.80540527616228,54.03267805392925,772.7267239748777,44.76046598410304,43.41855109492435,1341.9149139017998,0.0009045084971874737,0.001,nan,1637.0975918769836
29,363,39.55984147564396,38.78058940761692,779.2519861577631,37.12363697003715,36.31913984274562,804.4971653419204,0.0008940053768033609,0.001,nan,1693.4504516124725
30,363,39.053210200844234,38.37110389981951,682.1062224671081,39.0140374099152,38.39747991441171,616.5576276175583,0.000883022221559489,0.001,nan,1749.2167422771454
31,363,38.959958752433025,38.289247324178504,670.711413540683,37.35312807107274,36.77635494666764,576.7732231043562,0.0008715724127386971,0.001,nan,1807.56809592247
32,363,38.849768088414116,38.19995675244174,649.8113098982926,43.63323984266837,42.83921968484227,794.0201130154767,0.0008596699001693256,0.001,nan,1863.4795506000519
