Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
105,1515760.4738858666,0.29718217562254257,1513107.8534031413,0.28511424731182794
106,1510927.2491661683,0.2968417226408912,1508229.5706806283,0.28511424731182794
107,1506105.4207770906,0.29742535632372213,1503411.4764397906,0.28511424731182794
108,1501290.1291655295,0.2966958142201835,1498713.67539267,0.28511424731182794
109,1496568.7943833105,0.29713353948230664,1493945.3612565445,0.28511424731182794
110,1492014.4079370014,0.29718217562254257,1489335.3507853404,0.28511424731182794
111,1487163.8678244357,0.2968417226408912,1484560.272251309,0.28511424731182794
112,1482594.2302759648,0.2965499057994757,1480610.2198952879,0.28511424731182794
113,1477931.056313462,0.2972794479030144,1475389.884816754,0.28511424731182794
114,1473848.5634015312,0.29732808404325034,1470943.6439790577,0.28511424731182794
115,1468829.1092410008,0.29718217562254257,1466306.5130890051,0.28511424731182794
116,1464390.6762371433,0.29703626720183485,1461752.2303664922,0.28511424731182794
117,1459816.3101821877,0.2968903587811272,1457405.5287958116,0.28511424731182794
118,1455436.1016693157,0.2976199008846658,1452985.8010471205,0.28511424731182794
119,1451015.5604510678,0.29713353948230664,1448508.1256544502,0.28511424731182794
120,1446522.8342612546,0.29723081176277855,1444055.1832460733,0.28511424731182794
121,1442242.5023504999,0.29713353948230664,1439811.5811518324,0.28511424731182794
122,1437858.1601699295,0.29718217562254257,1435342.5968586388,0.28511424731182794
123,1433510.8918367233,0.29703626720183485,1431031.8534031413,0.28511424731182794
