epoch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,time_elapsed
1,386411143.39939094,383186.5064256657,386027955.8016518,95021.52979525863,94010.6031788793,1010.9268899851832,0.001,43.321088790893555
2,3651138.5484467456,88595.89952963202,3562542.631507287,71916.77726293103,70456.4369612069,1460.340234375,0.001,94.35622930526733
3,1202343.4465953216,79368.45477186576,1122974.99893044,71611.19533943966,70133.10552262931,1478.0897393588361,0.001,141.41648149490356
4,205345.941527598,74468.46898691753,130877.47293289455,72161.08141163793,70520.27955280173,1640.8017451845367,0.001,188.30560445785522
5,102366.32083256287,73180.32345021264,29185.997366549702,79409.38717672414,77730.0262661638,1679.3606840988684,0.001,230.65361618995667
6,121510.11084851147,74044.75810720229,47465.35268623307,72864.31963900862,71591.07664331897,1273.2434115705819,0.001,273.03446793556213
7,118175.94039501665,73523.8881344767,44652.052375026,73889.72526939656,72629.3075700431,1260.4175654970365,0.001,315.4141175746918
8,240288.28523714867,74492.48556536612,165795.79723371696,69809.5328125,68813.8880387931,995.6447156182651,0.001,357.7771317958832
9,205544.33144184542,75545.17586214867,129999.15634967871,77001.97405711206,76041.3171875,960.6568481445313,0.001,404.7141799926758
10,235931.2090306028,77035.59389446191,158895.61708502233,70747.67535021552,69583.90185883621,1163.7733070110453,0.001,447.08539032936096
11,150563.05571606877,75148.04004484098,75415.01783887875,72183.3523976293,70790.34471982758,1393.0076786435884,0.001,493.76063680648804
