Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,2120563.695703005,0.28870156864351243,2112086.1989528798,0.3034274193548387
2,2086769.1528145554,0.2889933854849279,2078616.1465968587,0.3034274193548387
3,2133127.39838339,0.2887988409239843,2129754.0314136124,0.3034274193548387
4,2033938.6856990734,0.2891392939056357,2104537.151832461,0.3034274193548387
5,2039364.8408329946,0.28889611320445613,2040065.8010471205,0.3034274193548387
6,2032524.01763161,0.28865293250327656,2001468.1884816755,0.3034274193548387
7,1993348.9790469175,0.288944749344692,1961354.0104712043,0.3034274193548387
8,2004926.5875446335,0.2887988409239843,1968252.9214659685,0.3034274193548387
9,1971965.6880125755,0.28870156864351243,1860838.3455497383,0.3034274193548387
10,1998730.3810554536,0.28889611320445613,1955601.9685863873,0.3034274193548387
11,1917992.8686473658,0.2889933854849279,1972572.062827225,0.3034274193548387
12,1913871.9767791876,0.28918793004587157,1878516.0418848167,0.3034274193548387
13,1928094.1173248976,0.28865293250327656,1824006.9109947644,0.3034274193548387
14,1913462.3584243453,0.2893338384665793,1887751.3089005235,0.3034274193548387
15,1872866.968898954,0.2891392939056357,1890160.1884816755,0.3034274193548387
16,1905230.8296944383,0.2888474770642202,1914884.7329842933,0.3034274193548387
17,1888304.561557165,0.28928520232634336,1880178.2617801046,0.3034274193548387
18,1871759.532024864,0.2889933854849279,1928548.2094240838,0.3034274193548387
19,1879388.1508072605,0.2891392939056357,1813520.272251309,0.3034274193548387
20,1856787.4959556418,0.28850702408256884,1843922.4293193717,0.3034274193548387
21,1869967.3787157312,0.28860429636304064,1909272.0209424084,0.3034274193548387
22,1861302.7704866857,0.2890906577653997,1838003.9162303666,0.3034274193548387
23,1851047.3446925522,0.2891392939056357,1902550.2198952879,0.3034274193548387
24,1837910.8473811767,0.28870156864351243,1839724.5863874345,0.3034274193548387
25,1831899.686284784,0.28870156864351243,1812383.057591623,0.3034274193548387
26,1805852.6785084899,0.28875020478374835,1790694.0732984294,0.3034274193548387
