Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
53,1724357.172916621,0.29444063319134994,1721343.937172775,0.3067876344086022
54,1718651.0602599285,0.29448926933158587,1715810.5968586388,0.3067876344086022
55,1714067.2072319684,0.2941001802096986,1710974.7434554973,0.3067876344086022
56,1710378.0588296214,0.2942460886304063,1710011.057591623,0.3067876344086022
57,1706148.797048933,0.2941974524901704,1703050.7434554973,0.3067876344086022
58,1701611.3848473162,0.2941488163499345,1700123.2670157067,0.3067876344086022
59,1698230.17997728,0.2942460886304063,1695763.7696335078,0.3067876344086022
60,1694682.5033560519,0.2941974524901704,1692051.9581151833,0.3067876344086022
61,1690720.965277395,0.29444063319134994,1691023.937172775,0.3067876344086022
62,1687300.206191165,0.2941488163499345,1686481.277486911,0.3067876344086022
63,1684337.425552899,0.2941974524901704,1687819.832460733,0.3067876344086022
64,1681299.388890232,0.2941488163499345,1678711.0366492146,0.3067876344086022
65,1677325.299912216,0.29361381880733944,1675645.612565445,0.3067876344086022
66,1674659.6050227953,0.29429472477064217,1672599.0994764399,0.3067876344086022
67,1671205.4913199255,0.29400290792922673,1669269.5078534032,0.3067876344086022
68,1668566.0029486616,0.294391997051114,1666196.0418848167,0.3067876344086022
69,1665696.9064999188,0.29444063319134994,1663262.0942408377,0.3067876344086022
70,1662180.8075524156,0.29444063319134994,1660137.5078534032,0.3067876344086022
71,1659398.3573212954,0.2939542717889908,1657203.9581151833,0.3067876344086022
72,1656012.2608102465,0.2941974524901704,1658222.7643979057,0.3067876344086022
73,1652908.3379663925,0.2941488163499345,1651302.722513089,0.3067876344086022
74,1649998.7164627311,0.294391997051114,1648346.4921465968,0.3067876344086022
75,1647004.6414292988,0.2942460886304063,1645321.67539267,0.3067876344086022
76,1644558.813305677,0.29453790547182174,1642402.5130890051,0.3067876344086022
77,1641722.16872916,0.2940515440694626,1639598.32460733,0.3067876344086022
78,1639355.3039654426,0.2941974524901704,1636742.554973822,0.3067876344086022
