46,300,0.00012963800691068172,0.008529149927198887,0.0001390981924487278,0.006571580655872822,1.0001606941223145
47,0,-3.3432319469284266e-05,0.007912932895123959,0.00024019891861826181,0.005933063570410013,1.000257968902588
47,100,0.0001875531452242285,0.008717614226043224,-5.299425538396463e-05,0.006834865547716618,0.9999703168869019
47,200,-6.451885565184057e-05,0.006699101068079472,4.2995994590455666e-05,0.004765557125210762,1.0000543594360352
47,300,-0.00018725922564044595,0.014553471468389034,0.00018258136697113514,0.009839387610554695,1.0002310276031494
48,0,8.870012243278325e-05,0.01740221492946148,-0.0007167183212004602,0.010996649973094463,0.9993439316749573
48,100,3.7481848266907036e-05,0.011960119009017944,-0.0003407475887797773,0.008632847107946873,0.9996965527534485
48,200,0.00020360613416414708,0.010471764951944351,-3.556082083377987e-05,0.007418271154165268,0.9999919533729553
48,300,8.790713764028624e-05,0.010687295347452164,-0.00026722418260760605,0.00774096604436636,0.9997627139091492
49,0,0.00014123359869699925,0.00993488822132349,6.800143455620855e-05,0.006822270341217518,1.000091314315796
49,100,0.00018148258095607162,0.01009256113320589,3.622179792728275e-05,0.006881657522171736,1.0000598430633545
49,200,0.0003517360019031912,0.013870786875486374,5.274883005768061e-05,0.010196243412792683,1.0001046657562256
49,300,0.00014596516848541796,0.008569746278226376,-0.00018847468891181052,0.006028768606483936,0.9998297691345215
50,0,0.00023478444200009108,0.010846267454326153,0.00013069630949757993,0.0072807190008461475,1.000157117843628
50,100,0.0002586377377156168,0.01274054404348135,0.0001895138411782682,0.008479534648358822,1.0002254247665405
50,200,0.00010873969586100429,0.010842124931514263,-0.00023183164012152702,0.006772191263735294,0.9997910857200623
50,300,0.00013483990915119648,0.01033187098801136,3.718090374604799e-05,0.007816200144588947,1.0000677108764648
51,0,5.8056255511473864e-05,0.009392856620252132,4.4860251364298165e-05,0.0069019910879433155,1.0000686645507812
51,100,0.0002417771320324391,0.014520814642310143,-0.0007247449830174446,0.013560554943978786,0.999367356300354
51,200,0.000292173121124506,0.00955765601247549,0.00013599589874502271,0.008652079850435257,1.0001733303070068
51,300,0.0001777091238182038,0.014626555144786835,-0.00029040934168733656,0.012719513848423958,0.9997905492782593
52,0,-0.00040654782787896693,0.012256626039743423,8.71991942403838e-05,0.010511936619877815,1.0001425743103027
52,100,-0.00023380636412184685,0.011389355175197124,0.0001497085759183392,0.009719634428620338,1.000196933746338
