epoch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,beta,mu_mean,mu_std,logvar_mean,logvar_std,time_elapsed
1,0.13217682354570776,0.12871131073223072,34.655128072352895,0.10050357979101439,0.09597353350060682,45.30046478410562,1e-05,0.0001,-0.05094914138317108,7.866535663604736,-7.6710076332092285,3.963543653488159,105.82792568206787
