epoch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,beta,mu_mean,mu_std,logvar_mean,logvar_std,actual_var,train_batches,time_elapsed
28,0.005609447537899419,0.005305076182080907,6.087427287256945,0.0076501461767459885,0.007393958648003599,5.12375054184679,4.000000000000001e-06,5e-05,0.0030183277558535337,2.8909924030303955,-4.696435928344727,3.188828468322754,0.12060848623514175,891,3325.8388571739197
29,0.005584265031735805,0.005284487278703454,5.995555071718363,0.0064096661352830405,0.006192422482302091,4.344873584377828,4.000000000000001e-06,5e-05,0.025600004941225052,2.898254871368408,-4.49413537979126,3.0190470218658447,0.09647468477487564,891,3442.042566537857
30,0.005553940991274218,0.005269907037053345,5.680679352864138,0.007139848472053156,0.006883637467643041,5.124220176517027,4.000000000000001e-06,5e-05,0.02968374267220497,2.8376665115356445,-4.199779987335205,2.565157175064087,0.10838118940591812,891,3558.3187186717987
31,0.0055564457391766055,0.005262186640756483,5.885182061982075,0.006126959281559078,0.005922182923894746,4.095527413003731,4.000000000000001e-06,5e-05,0.018352119252085686,2.875852584838867,-4.369435787200928,2.81244158744812,0.13009902834892273,891,3674.5851922035217
32,0.005514440937573978,0.005234848868099745,5.591841508777589,0.006300191644271982,0.006084266610575245,4.318500793417087,4.000000000000001e-06,5e-05,0.013302707113325596,2.83235764503479,-4.071131229400635,2.3441412448883057,0.09016048908233643,891,3790.7231743335724
33,0.005439326867950384,0.005181327676735024,5.159984038467493,0.007405994689160304,0.007207789251712488,3.9641088390849646,3.2000000000000007e-06,5e-05,0.03009425662457943,2.706563711166382,-3.9162237644195557,2.117035150527954,0.07738269865512848,891,3906.9198157787323
34,0.0054417948359278615,0.005187252259031398,5.09085148164854,0.007470839388707545,0.007232864231300292,4.759502483288031,3.2000000000000007e-06,5e-05,0.025508316233754158,2.6579182147979736,-4.027717590332031,2.210033655166626,0.08883623033761978,891,4023.4393968582153
35,0.005431258616922998,0.005183173724926807,4.961698012453672,0.0067773085619025515,0.006539521593824809,4.755739172091658,3.2000000000000007e-06,5e-05,0.02852948009967804,2.6103267669677734,-4.031034469604492,2.0895297527313232,0.07777180522680283,891,4140.875736713409
36,0.0054031162455836865,0.005159121578220616,4.879893405135098,0.007034682179923067,0.006828278301927354,4.1280775968941095,3.2000000000000007e-06,5e-05,0.03299460932612419,2.5971643924713135,-3.935725212097168,1.9866905212402344,0.07774002850055695,891,4257.414620637894
37,0.005372348108760569,0.005131950257262413,4.807957264978342,0.007191264929971536,0.006966144075075955,4.502416809191878,3.2000000000000007e-06,5e-05,0.03202539682388306,2.5636789798736572,-3.963411331176758,2.010253667831421,0.07905633747577667,891,4373.923978805542
38,0.005351386771471512,0.0051103762296623185,4.82021093903701,0.007645116771537206,0.00743055726701384,4.291189945181003,3.2000000000000007e-06,5e-05,0.03304830566048622,2.575740337371826,-3.931002378463745,1.915682315826416,0.07391808182001114,891,4490.508101701736
39,0.0052787288414538076,0.0050594480120285295,4.385616682729069,0.006826334447643832,0.006658386244653134,3.3589634371053485,2.560000000000001e-06,5e-05,0.027230413630604744,2.4330637454986572,-3.7809431552886963,1.6281362771987915,0.06977534294128418,891,4607.052724838257
40,0.005303308800726243,0.005083784657268127,4.390482831349143,0.006609585561609159,0.006403783136364365,4.11604865683311,2.560000000000001e-06,5e-05,0.036137767136096954,2.4311139583587646,-3.8035478591918945,1.6404235363006592,0.06582292169332504,891,4723.293801546097
41,0.005276067606534069,0.0050651354804858734,4.218642463320166,0.006654673783810741,0.006461506842328382,3.863338637726469,2.560000000000001e-06,5e-05,0.03605949878692627,2.364325523376465,-3.7858128547668457,1.5593857765197754,0.06016168370842934,891,4839.430765628815
42,0.005232020502326766,0.005027158462832338,4.097240960156476,0.005993581712806685,0.00583118023789678,3.24802917585323,2.560000000000001e-06,5e-05,0.032412610948085785,2.317472457885742,-3.7620651721954346,1.4770042896270752,0.0607113391160965,891,4955.613404989243
43,0.005252620153804336,0.005042021327566326,4.2119766132598775,0.0067199315566140476,0.006547162571375829,3.455379789412334,2.560000000000001e-06,5e-05,0.030233994126319885,2.342451810836792,-3.8741140365600586,1.6327699422836304,0.061868999153375626,891,5071.833469390869
44,0.005236231667584375,0.005031113929348328,4.102354853776703,0.006383870244977011,0.006220605024453545,3.265305465428617,2.560000000000001e-06,5e-05,0.03281787410378456,2.311112642288208,-3.7994720935821533,1.508915901184082,0.0629427507519722,891,5188.01730966568
45,0.005218671546077228,0.0050102976305247205,4.167478427073504,0.00703880245217088,0.006872144563084576,3.3331581098246947,2.048000000000001e-06,5e-05,0.03605742007493973,2.3294334411621094,-3.844580888748169,1.5929794311523438,0.06283923983573914,891,5304.114387512207
46,0.005182040197300222,0.00498867761521411,3.8672516180074843,0.00703071926096308,0.006867094413396849,3.272497439259634,2.048000000000001e-06,5e-05,0.031221605837345123,2.2133684158325195,-3.7826969623565674,1.4188992977142334,0.051853712648153305,891,5420.289940595627
47,0.005188214290295503,0.0049937761005371655,3.888763942568658,0.0069350503800748925,0.0067620445298840395,3.4601172077718205,2.048000000000001e-06,5e-05,0.03512280061841011,2.2102413177490234,-3.8356096744537354,1.4476972818374634,0.05553914234042168,891,5536.499774932861
48,0.005161354943323884,0.00497100322311859,3.807034546009753,0.007051657602503037,0.006885182498881096,3.329501851066869,2.048000000000001e-06,5e-05,0.02971676178276539,2.168736219406128,-3.857353687286377,1.4581093788146973,0.052435968071222305,891,5652.6706635952
49,0.005165896323712294,0.004979074821184472,3.7364301293519744,0.006950416891099349,0.0068043330379552085,2.921677063897018,2.048000000000001e-06,5e-05,0.03195333108305931,2.1414780616760254,-3.833646774291992,1.4070576429367065,0.052284590899944305,891,5768.830772399902
50,0.0051750713775371325,0.004986075889951561,3.7799098668275057,0.006320057066854733,0.006165051752340575,3.100106361648799,2.048000000000001e-06,5e-05,0.0368565209209919,2.155733585357666,-3.8592514991760254,1.3864883184432983,0.05204322934150696,891,5885.081135034561
51,0.005120624961617887,0.004943061737718916,3.5512645857368925,0.0061634644909874,0.0060251914135409585,2.7654613899310845,1.638400000000001e-06,5e-05,0.028673384338617325,2.0699996948242188,-3.7709572315216064,1.1908457279205322,0.04587003216147423,891,6001.240451574326
52,0.005136389971013556,0.00495534628359486,3.620873861441307,0.006021908495979901,0.005879733851057579,2.843492917365429,1.638400000000001e-06,5e-05,0.033912260085344315,2.088648557662964,-3.8307974338531494,1.2696021795272827,0.04736671596765518,891,6117.8100669384
53,0.005109912500007017,0.0049353315111868475,3.4916201009761068,0.007027358847367943,0.0068851145604839886,2.844886354126855,1.638400000000001e-06,5e-05,0.034674450755119324,2.0198071002960205,-3.860532760620117,1.2441860437393188,0.04190310090780258,891,6234.38759303093
54,0.005087066026024027,0.004914295054788207,3.4554194323007774,0.006156152759737174,0.006010567576195362,2.911703354401114,1.638400000000001e-06,5e-05,0.032898835837841034,2.0131943225860596,-3.8143694400787354,1.1617220640182495,0.04245336726307869,891,6350.903621196747
55,0.005108537026456276,0.00493612994939532,3.44814173487568,0.006036201377974637,0.005862339174847913,3.4772441761655957,1.638400000000001e-06,5e-05,0.032501135021448135,1.9974240064620972,-3.864011764526367,1.1900339126586914,0.04153028503060341,891,6467.489116430283
56,0.005089310651141251,0.004919815612418575,3.3899010335556183,0.006324488672681387,0.00618075885802644,2.8745961726023888,1.638400000000001e-06,5e-05,0.03160131350159645,1.960283637046814,-3.895195722579956,1.1743521690368652,0.04091275483369827,891,6584.022434473038
57,0.005080837839754459,0.0049088327061253215,3.44010276933578,0.006106118705118787,0.005971001595848713,2.7023419135528086,1.3107200000000008e-06,5e-05,0.03295034170150757,1.9907639026641846,-3.873307466506958,1.198790192604065,0.04268871992826462,891,6700.575237989426
58,0.00508421143348612,0.004915256389912206,3.3791008482610874,0.006088546685099173,0.005947367595971918,2.8235821224632063,1.3107200000000008e-06,5e-05,0.03178782016038895,1.954630732536316,-3.8963570594787598,1.1481082439422607,0.040269773453474045,891,6817.1558430194855
59,0.005066953050432566,0.004901173065952731,3.3155999017751845,0.006900882261259121,0.0067656712676032755,2.7042193799742855,1.3107200000000008e-06,5e-05,0.03149331733584404,1.9204634428024292,-3.902409791946411,1.1440069675445557,0.039634425193071365,891,6933.824679136276
60,0.0050513953835192305,0.004889906170688085,3.2297842216277632,0.006656494127532848,0.006517717726309223,2.775527890440057,1.3107200000000008e-06,5e-05,0.030020257458090782,1.8643054962158203,-3.9461443424224854,1.1098718643188477,0.03690316155552864,891,7050.078800916672
