epoch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,beta,mu_mean,mu_std,logvar_mean,logvar_std,actual_var,train_batches,time_elapsed
1,0.09489581465520441,0.09446925224002564,8.53124890356888,0.051106507690009025,0.05069165565658614,8.297041853060897,5e-06,5e-05,-0.04202642664313316,3.6632044315338135,-4.599294662475586,1.831689476966858,0.04242923855781555,891,117.38011240959167
2,0.04490367331313164,0.043840983668269065,21.253793172161988,0.04004836892855417,0.03908360155582116,19.295347538293967,5e-06,5e-05,-0.042501576244831085,5.9088640213012695,-8.043157577514648,4.8539137840271,0.5481017231941223,891,233.95511555671692
3,0.032431260122385556,0.03138168453417643,20.99151334216699,0.03650358554307391,0.03565697087199276,16.932293961809567,5e-06,5e-05,0.005375004839152098,5.665703773498535,-9.217031478881836,5.328117370605469,1.6659048795700073,891,350.541983127594
4,0.026150641468480045,0.025217985352825302,18.653122911549577,0.02259315229484236,0.02149871983004646,21.888650884178922,5e-06,5e-05,0.027163486927747726,5.253220081329346,-9.714503288269043,5.287130355834961,0.9948031902313232,891,467.1103250980377
5,0.02188992755138446,0.020990238996383585,17.993771605486288,0.02022594695725522,0.019323229701965268,18.0543443969407,5e-06,5e-05,0.07771880179643631,5.048141002655029,-10.425626754760742,5.233261585235596,1.0722615718841553,891,583.6782827377319
6,0.01908271084722512,0.01829861632237832,15.681891115961385,0.01925866247803285,0.0182492858510835,20.187533054052224,5e-06,5e-05,0.09566619992256165,4.616098403930664,-10.624794006347656,5.160082817077637,0.42156583070755005,891,700.3171288967133
7,0.017163849162935008,0.016349723966066817,16.28250402178695,0.017936720010575825,0.017057624684539453,17.581908006318578,5e-06,5e-05,0.10351372510194778,4.6570940017700195,-10.866654396057129,5.2109785079956055,0.9992095828056335,891,816.8651320934296
8,0.015773460670352384,0.014966383412288028,16.14154591865411,0.01686616706617996,0.016118940994806628,14.944521674310973,5e-06,5e-05,0.10188653320074081,4.591179370880127,-11.238118171691895,5.127377510070801,0.9557582139968872,891,933.4276621341705
9,0.014576971219428194,0.013853629896319006,14.466826971933898,0.014844920856790393,0.014072364927586461,15.451118978530324,5e-06,5e-05,0.10299316793680191,4.246517658233643,-11.578859329223633,4.882248878479004,0.3113536536693573,891,1049.8823006153107
10,0.013768767509463126,0.013044229567502483,14.490759279056297,0.015201431806369913,0.01448317215392727,14.365192288503597,5e-06,5e-05,0.10840649157762527,4.195425033569336,-12.083795547485352,4.629148960113525,0.2844577133655548,891,1166.284103155136
11,0.010009349789470434,0.009290251156522168,14.38197275925967,0.01107484242678937,0.010428081720053214,12.935214566934794,5e-06,5e-05,0.0931554064154625,4.179800510406494,-12.037232398986816,4.669874668121338,0.24738024175167084,891,1282.7112610340118
12,0.007834004352703339,0.007125127541348673,14.177536667931896,0.010775829088771765,0.010099358805479648,13.529405349212167,5e-06,5e-05,0.08413752168416977,4.138133525848389,-11.947616577148438,4.776826858520508,0.27630504965782166,891,1413.476081609726
13,0.0074716843084529395,0.006774070868414945,13.952269167744886,0.010455265698505868,0.009744485582990563,14.215602949651748,5e-06,5e-05,0.07251206040382385,4.099394798278809,-11.866118431091309,4.876143932342529,0.228195920586586,891,1578.8905367851257
14,0.00726145756975502,0.006532489606174071,14.57935942918497,0.010767903542194847,0.009977690408649946,15.804263614235124,5e-06,5e-05,0.04708854854106903,4.234282970428467,-11.650598526000977,5.051089763641357,0.5768316984176636,891,1695.7079906463623
15,0.00690921994791639,0.006235700616493871,13.470386909180887,0.007903949286866718,0.007245591758745503,13.167150876909027,5e-06,5e-05,0.0346553772687912,4.0419111251831055,-11.262937545776367,5.167757034301758,0.3396630883216858,891,1812.3653767108917
16,0.006608808862607755,0.0059846644561557995,12.48288835820927,0.009525388052579777,0.008892852144379227,12.650718908659451,5e-06,5e-05,0.03167695924639702,3.791959047317505,-11.269051551818848,5.094769477844238,0.31683093309402466,891,1928.6831648349762
17,0.006498559971008655,0.005884666215601209,12.277875449119593,0.009206182715916977,0.008699454144082222,10.134571365036889,5e-06,5e-05,0.01459464244544506,3.7431437969207764,-11.377760887145996,5.049417018890381,0.16671369969844818,891,2044.857516527176
18,0.0064064107893304495,0.0058243843589885335,11.64052884319147,0.00859147692294255,0.008048877727084292,10.851983195200017,5e-06,5e-05,0.004141795448958874,3.673232078552246,-10.535037994384766,5.3315043449401855,0.25342854857444763,891,2161.114727973938
19,0.0062469929058468505,0.0057079156841894595,10.781544640409425,0.009824696397993967,0.009354737782314498,9.399172720484708,5e-06,5e-05,0.01301061175763607,3.5878052711486816,-9.57008171081543,5.4356689453125,0.12054923921823502,891,2277.6122822761536
20,0.006199916198329141,0.005685605608892662,10.286212037575632,0.008736821156024387,0.008220000117553973,10.336420438676605,5e-06,5e-05,0.014594939537346363,3.4915266036987305,-9.209405899047852,5.423242568969727,0.17209960520267487,891,2394.267765045166
21,0.006148350579762365,0.00565446040271149,9.877803805166089,0.009134575951337346,0.008680024593873487,9.091026296166225,5e-06,5e-05,0.012436491437256336,3.514265298843384,-8.213086128234863,5.438930034637451,0.19236071407794952,891,2510.923553466797
22,0.005943980356720177,0.005513814850746916,8.60331029870561,0.008804588721265421,0.008419099384528726,7.7097873587882955,4.000000000000001e-06,5e-05,0.002917408011853695,3.2337379455566406,-7.615092754364014,5.291240692138672,0.134504035115242,891,2627.552159309387
23,0.005807765014521887,0.00542099923433738,7.735315804797257,0.00744993542564828,0.007107385473218576,6.850999584996887,4.000000000000001e-06,5e-05,0.005967571400105953,3.132111072540283,-6.558353900909424,4.850010871887207,0.10216642916202545,891,2744.145890235901
24,0.005751470555671555,0.005392123180191742,7.18694773854899,0.0075880337009177155,0.00726417402788041,6.477193937251705,4.000000000000001e-06,5e-05,0.010227239690721035,3.028533458709717,-6.095667362213135,4.626317977905273,0.10614809393882751,891,2860.724939584732
25,0.005717144036502499,0.005374560681643125,6.851667421567854,0.00761787439160127,0.007316927310367022,6.018941712004976,4.000000000000001e-06,5e-05,0.007605332415550947,2.9786837100982666,-5.7384443283081055,4.377805709838867,0.09231406450271606,891,2977.112162590027
26,0.005665867119310497,0.005340249631731582,6.512349923986912,0.005977319776573028,0.005734901422395795,4.848367388959955,4.000000000000001e-06,5e-05,0.014631233178079128,2.920619249343872,-5.382623672485352,3.9175593852996826,0.11188351362943649,891,3093.4553034305573
27,0.005614552048205343,0.0053045962219608386,6.199116621755992,0.006777204624352811,0.006531750983241653,4.909072350457077,4.000000000000001e-06,5e-05,0.006956239230930805,2.912191390991211,-4.810393333435059,3.354964017868042,0.10697009414434433,891,3209.6827268600464
