epoch,batch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,beta,grad_norm,time_elapsed
51,363,45.81035250883836,44.683135079813525,112.72174342648013,35.3083640714235,34.24754490429842,106.08191565018666,0.0005695865504800327,0.01,nan,2921.204740047455
52,363,40.38674988589444,39.298009736197336,108.87401444571358,35.06683950786349,33.99575576299353,107.10836569870574,0.0005522642316338268,0.01,nan,2980.234591960907
53,363,38.77299203453483,37.71305479846158,105.99372727530343,35.372944940494584,34.407234119463574,96.5710940783537,0.0005348782368720626,0.01,nan,3038.896889925003
54,363,38.75664323240846,37.69672934039608,105.9913930788145,35.148316129853455,34.02092322820349,112.73930262312105,0.0005174497483512506,0.01,nan,3094.6689608097076
55,363,40.75665195695647,39.69466836635883,106.19836415301313,35.01124983196017,33.99288737622997,101.83625841744339,0.0005,0.01,nan,3150.3982689380646
56,363,38.97961582456316,37.921735700670176,105.78801383552971,35.129279510884345,34.174253536176074,95.50259544275984,0.0004825502516487497,0.01,nan,3209.2607328891754
57,363,39.38769958307455,38.342981155102066,104.47185424133971,35.592133920403974,34.629637102537515,96.24967676476587,0.00046512176312793734,0.01,nan,3265.2302198410034
58,363,62.88484114342993,61.853344220381516,103.14980064643608,37.80578890933266,36.79510176936282,101.0687215298037,0.00044773576836617336,0.01,nan,3321.053853034973
59,363,40.50340786085024,39.456975790170524,104.64320138784555,35.46076243436789,34.45908681652214,100.16758100292351,0.0004304134495199674,0.01,nan,3376.8784730434418
60,363,38.586328171111724,37.55125129091871,103.50768741146548,35.08352603188044,34.06670565544805,101.6820425685448,0.00041317591116653486,0.01,nan,3433.027820110321
61,363,54.04033120123895,53.007453373500276,103.28778034252124,35.73464772671084,34.625195153151886,110.94527029689354,0.0003960441545911204,0.01,nan,3490.4200417995453
62,363,38.30940680451445,37.277704102652415,103.17028961600838,36.22817500633529,35.21708671956123,101.10884432249432,0.0003790390522001662,0.01,nan,3545.914524078369
63,363,38.11726042988536,37.070733321892035,104.652711721567,35.517678538455236,34.51970373226118,99.79749056659168,0.00036218132209150044,0.01,nan,3601.395815849304
64,363,38.29224244840852,37.27191878937103,102.03236686790382,36.80069203920002,35.77737166006354,102.332017729554,0.00034549150281252633,0.01,nan,3656.8211579322815
65,363,37.81689902714321,36.78653565081921,103.0363343836187,35.40206638770768,34.31740000278135,108.4666417761694,0.0003289899283371657,0.01,nan,3712.2999546527863
66,363,56.59202886937739,55.54816556762863,104.386289030641,36.526616494866865,35.53102657462977,99.55899076823947,0.00031269670329204396,0.01,nan,3767.599584341049
67,363,41.03819374985747,39.99040151952387,104.779235630245,34.70317396332946,33.730126199843006,97.30477258223522,0.0002966316784621,0.01,nan,3823.217167854309
68,363,37.48456480738881,36.4588331757011,102.57316771706382,34.94115510771546,33.95861468737638,98.25402812716327,0.00028081442660546124,0.01,nan,3882.186897754669
69,363,41.80465976484529,40.769556559049164,103.51031810634738,35.50836324088181,34.49604966368857,101.23136467269704,0.00026526421860705474,0.01,nan,3937.518052816391
70,363,37.36729120422196,36.33820614447961,102.90850890861763,34.63162074511564,33.648386363741714,98.32344238667548,0.0002500000000000001,0.01,nan,3993.068016767502
71,363,37.45150126467694,36.43147361147535,102.00276745806684,35.142391735994366,34.19014433365834,95.22474081305009,0.0002350403678833976,0.01,nan,4053.343306541443
72,363,37.12804753963764,36.1099067572709,101.81407997634385,35.457147525835644,34.47508406337303,98.20633890658995,0.00022040354826462666,0.01,nan,4108.439376592636
73,363,58.6168651842809,57.58641415375929,103.04516765049526,34.732030796099316,33.708721836910975,102.33090741121316,0.00020610737385376348,0.01,nan,4163.684727907181
74,363,38.74464197473212,37.724615542443246,102.00264203417431,34.65686998488028,33.722319542607174,93.45503640476662,0.00019216926233717085,0.01,nan,4219.011732339859
75,363,38.52289499031318,37.498029797941776,102.48651605124002,34.97352300716352,34.00924042810367,96.42827200587791,0.0001786061951567303,0.01,nan,4274.307518959045
76,363,37.44451735045884,36.413472993033274,103.10444733336732,35.814039423495906,34.80021483988701,101.3824705292907,0.00016543469682057105,0.01,nan,4329.899685144424
77,363,36.30594043941288,35.28912745989286,101.68130149422112,35.25156868560405,34.268994101995155,98.25744503359252,0.00015267081477050133,0.01,nan,4385.467481613159
78,363,37.047043234437375,36.01770095510797,102.93423669416826,34.571277763270125,33.621428839768036,94.9848881975005,0.00014033009983067452,0.01,nan,4441.445594549179
79,363,38.356305043775954,37.33090966088431,102.53953005193354,36.995533665524256,36.032805141014386,96.27287446999851,0.00012842758726130281,0.01,nan,4500.423613786697
80,363,36.68523296943078,35.662814606677046,102.24185033944937,36.20178196098231,35.249032249933556,95.27497979659069,0.00011697777844051105,0.01,nan,4555.6849200725555
81,363,38.35837127350189,37.33766656393533,102.07047512767079,34.93060889425157,33.94412062439737,98.64882920663568,0.00010599462319663906,0.01,nan,4613.670536518097
82,363,37.05233442914355,36.01517864374014,103.71557933681613,34.448618297335464,33.47390800186351,97.47102433216723,9.549150281252633e-05,0.01,nan,4669.445610284805
83,363,37.26673276607807,36.2205818930825,104.61508583236527,34.180254344698746,33.173352012151405,100.69023064721989,8.548121372247918e-05,0.01,nan,4728.3141477108
84,363,38.56781464356642,37.51834770873353,104.94669729798704,34.33797703513616,33.35011675387998,98.78603285777417,7.597595192178702e-05,0.01,nan,4787.337596893311
85,363,37.35189168531816,36.306149304568116,104.57423864092145,34.26270632200603,33.25947442839417,100.32318733311907,6.698729810778065e-05,0.01,nan,4843.21678686142
86,363,37.59018244586148,36.52622792484996,106.39545061300089,34.54574816740012,33.54524605183662,100.05022710486304,5.852620357053651e-05,0.01,nan,4899.226044416428
87,363,36.72896702734979,35.66708868676489,106.18783770550738,34.57284678688532,33.56993366193168,100.29132166995278,5.060297685041659e-05,0.01,nan,4954.954108953476
88,363,36.394013897403255,35.33105325174856,106.29607242542309,34.011182978183406,32.981864108314994,102.93190176275712,4.322727117869951e-05,0.01,nan,5011.143312931061
89,363,37.81332569331913,36.73843457148625,107.48912542992896,34.23160217381731,33.20835533624963,102.32469003411788,3.6408072716606344e-05,0.01,nan,5070.296065330505
90,363,36.488878302521755,35.42034998044863,106.8528335068252,34.08421612993072,33.069528966010374,101.46872769126409,3.0153689607045842e-05,0.01,nan,5126.02513051033
91,363,38.00742549686642,36.93198132252955,107.54441994887132,35.56329485736316,34.53069546856457,103.25991763344294,2.4471741852423235e-05,0.01,nan,5183.30885386467
92,363,37.638362255725234,36.55062218026801,108.77400995610834,34.35243348230289,33.29639973217928,105.60338215888301,1.9369152030840554e-05,0.01,nan,5239.600376605988
93,363,37.054537050016634,35.96577164367005,108.87653667324192,34.03025030787987,32.98642052276225,104.38298005695584,1.4852136862001764e-05,0.01,nan,5295.308406829834
94,363,36.986970566131255,35.90200294767107,108.49676603799338,33.89272716377355,32.85250284701963,104.02245108688933,1.0926199633097156e-05,0.01,nan,5351.160944700241
95,363,36.33773723539415,35.248565962026404,108.91713634952085,34.768415571768074,33.719772797596605,104.86425761935077,7.59612349389599e-06,0.01,nan,5410.567163228989
96,363,37.508518491472515,36.423543945773616,108.49746565766387,35.14725721335109,34.09937262233299,104.78846248192123,4.865965629214819e-06,0.01,nan,5466.911336183548
97,363,36.49397953264006,35.40378158171098,109.01980276422186,34.79334621188007,33.75395395785947,103.93924307521385,2.739052315863355e-06,0.01,nan,5523.011677980423
98,363,36.67022161693363,35.57731029489538,109.29112901792422,33.856472715546815,32.824055031885074,103.24179955977428,1.2179748700879012e-06,0.01,nan,5578.870303630829
99,363,36.89249626620785,35.801773967323726,109.07223546373974,34.89616483374487,33.80812092068829,108.80440134941777,3.0458649045211895e-07,0.01,nan,5637.959722280502
100,363,36.515383767557665,35.42629943051181,108.90843999254834,34.06208822998819,33.02765628959559,103.44318389892578,0.0,0.01,nan,5693.475254774094
