epoch,train_loss,train_acc,val_loss,val_acc,lr,kl_loss,time_elapsed
1,17.798612707463725,71.05850060044605,5.296202361940674,83.98718975180144,5e-05,111920.77324583977,89.15309739112854
2,8.934293817477174,75.02144450162979,3.0889163290754134,86.46917534027222,5e-05,104695.8481193172,176.29805874824524
3,5.697054095922888,76.47967061245497,2.2922106577868084,83.90712570056044,5e-05,100500.4167578058,263.45937871932983
4,4.12795603645063,76.51398181506262,1.4321151974848103,85.74859887910328,5e-05,97162.98500895308,350.4033284187317
5,2.8934891596661783,76.51398181506262,1.3473210936550908,85.18815052041633,5e-05,93838.53803182364,437.54771089553833
6,1.7477293821448916,74.79842168468005,0.8689302288121086,83.82706164931946,5e-05,90351.05959427003,524.4314739704132
7,1.1412374534008127,74.81557728598388,0.589773399530171,82.78622898318655,5e-05,86638.5088471972,611.3836052417755
8,0.9574739346681727,75.53611254074455,0.559805822334259,83.10648518815051,5e-05,82663.98569651741,698.2866368293762
9,0.8186288043756922,75.74197975639046,0.4941691627876581,85.98879103282626,5e-05,78442.40310838052,785.1790091991425
10,0.7889785082513256,76.90856064505061,0.48573664028803,85.10808646917533,5e-05,74035.31825516812,873.4201416969299
11,0.7722723083799077,76.68553782810088,0.5139298535424104,82.30584467574059,5e-05,69550.68816880039,961.6966187953949
12,0.7358589697137748,77.14873906330416,0.4731247035668696,86.78943154523618,5e-05,65089.9113310066,1050.2356576919556
13,0.7214086960022063,78.58980957282553,0.4669293252060755,86.38911128903122,5e-05,60789.87129948319,1137.1454591751099
14,0.6847340679839496,78.5040315663064,0.45442167093889346,85.58847077662129,5e-05,56769.76943810045,1224.8296995162964
15,0.6820787476069892,79.01869960542118,0.4620686172961807,84.70776621297037,5e-05,53114.901963780234,1312.36159157753
16,0.7181863164457946,78.53834276891405,0.43591703291985395,85.82866293034428,5e-05,49887.42925928011,1399.297931432724
17,0.6501392409274825,80.11665808886602,0.46469506948255745,86.22898318654924,5e-05,47121.87795666066,1487.8470299243927
18,0.6348921862665898,80.66563733058844,0.409663495204275,83.90712570056044,5e-05,44797.91160040316,1575.0186114311218
19,0.6374530545709858,80.40830331103105,0.4439039831165317,85.10808646917533,5e-05,42869.911108519904,1663.2717401981354
20,0.6650502022185156,80.33968090581575,0.41161133791562365,86.54923939151321,5e-05,41295.29217329302,1750.415506362915
21,0.6164250216776112,81.72928461142563,0.49491114660298186,87.99039231385107,5e-05,40015.31583260958,1837.2883324623108
22,0.7000389732746384,79.20741121976326,0.38692006437753657,87.42994395516413,5e-05,38969.88159217383,1924.1551485061646
23,0.7120999824450629,80.3739921084234,0.4150350269935339,87.9103282626101,5e-05,38108.20116483852,2011.1106944084167
24,0.6073330021943455,81.42048378795677,0.49021036766642473,85.82866293034428,5e-05,37383.001313475725,2098.356141090393
25,0.5855606931532855,82.05524103619832,0.3659914008515467,86.94955964771817,5e-05,36753.421728909336,2186.5991911888123
26,0.6118830224471306,81.7121290101218,0.48983323161271786,86.86949559647718,5e-05,36191.47171537249,2273.709449529648
27,0.599276226300853,82.4498198661863,0.3952342961386168,86.06885508406725,5e-05,35677.771376147284,2362.0224874019623
28,0.6225566941740521,81.6435066049065,0.3699813898894384,87.51000800640513,5e-05,35199.27076497898,2450.3007650375366
29,0.5852683886443388,81.7121290101218,0.49097097134761947,87.59007205764611,5e-05,34746.842711281955,2537.457494020462
30,0.577021891391488,82.29541945445187,0.4375664969746641,87.7502001601281,5e-05,34313.91527076364,2624.630336046219
31,0.5396467682059173,82.98164350660491,0.3985204361170363,86.6293034427542,5e-05,33894.867590254544,2711.530834674835
32,0.5458638255562213,82.81008749356666,0.3953655725770039,86.6293034427542,5e-05,33486.039343959084,2798.6444511413574
33,0.5225703172049528,83.39337793789673,0.3905111223435383,87.10968775020017,5e-05,33085.43400990736,2885.5878734588623
34,0.5168378101928623,83.3075999313776,0.39223658484969737,86.86949559647718,5e-05,32690.624648511217,2972.499944448471
35,0.4370684274362851,85.3148052839252,0.3669673833396551,85.82866293034428,3.5e-05,32357.364604107694,3060.03116440773
36,0.44340096109623894,84.21684680048035,0.33978804385213496,88.39071257005604,3.5e-05,32085.907398956188,3147.2516872882843
37,0.4575236288980506,84.38840281351861,0.34247527907999925,87.6701361088871,3.5e-05,31816.17652644643,3234.1349201202393
38,0.4259697430373915,84.5084920226454,0.3542480620505621,88.23058446757406,3.5e-05,31548.077095998993,3321.009881734848
39,0.4247049909448681,85.02316006176017,0.39554741938081717,87.34987990392314,3.5e-05,31280.847343294303,3408.0790894031525
40,0.41721389995755903,85.2461828787099,0.36466791736688303,86.94955964771817,3.5e-05,31014.926869558458,3494.9935534000397
41,0.40807879404662545,85.86378452564762,0.35343485330943586,87.34987990392314,3.5e-05,30750.43201891941,3582.517021894455
42,0.4140317010253714,85.6407617086979,0.35749588822058626,87.02962369895917,3.5e-05,30486.699986731215,3671.0183675289154
43,0.38906507621533487,86.17258534911649,0.3751280821257348,87.59007205764611,3.5e-05,30223.84588004214,3757.944390773773
44,0.3950764548259077,85.94956253216675,0.3670732132237467,86.38911128903122,3.5e-05,29961.822727686995,3844.83637881279
45,0.3883207688754532,86.06965174129353,0.3714519037639169,86.06885508406725,3.5e-05,29700.310332094912,3931.7286632061005
46,0.3596525895930948,87.37347744038429,0.3308239165929148,88.47077662129703,2.4499999999999996e-05,29477.715992706188,4018.6088626384735
47,0.35228938818346023,87.6479670612455,0.3368958574089649,88.871096877502,2.4499999999999996e-05,29295.180883366036,4105.509702920914
48,0.3523079545126401,87.30485503516898,0.3475294042053559,87.9103282626101,2.4499999999999996e-05,29113.250808524725,4192.537327051163
49,0.3549197643495512,87.54503345342255,0.3255341880029445,88.07045636509207,2.4499999999999996e-05,28931.463500788086,4279.399231433868
50,0.3541618374726425,87.69943386515698,0.3451591558796201,86.7093674939952,2.4499999999999996e-05,28749.969233506497,4366.521772623062
51,0.34565940808915757,87.35632183908046,0.32781564215834946,87.26981585268214,2.4499999999999996e-05,28568.691615668962,4453.403643608093
52,0.34834355761121777,87.54503345342255,0.3312449271531941,87.7502001601281,2.4499999999999996e-05,28387.696270801167,4540.320201158524
53,0.3420128499595987,88.55721393034825,0.3179299940673517,88.47077662129703,2.4499999999999996e-05,28206.91626357705,4627.31621670723
54,0.33647788218741026,88.07685709384114,0.3245280983927156,87.7502001601281,2.4499999999999996e-05,28026.42024923872,4714.2198259830475
55,0.3408401807353762,87.76805627037227,0.32383475831454045,88.15052041633307,2.4499999999999996e-05,27846.214177965237,4801.12216925621
56,0.3367991165517943,88.35134671470234,0.31349341577296264,88.55084067253803,2.4499999999999996e-05,27666.248913701966,4888.4209043979645
57,0.3390810145079568,88.19694630296792,0.3337421696886623,88.07045636509207,2.4499999999999996e-05,27486.676358241122,4975.791178703308
58,0.32890178162977163,88.33419111339852,0.3148572125179086,88.871096877502,2.4499999999999996e-05,27307.279373271038,5062.989166021347
59,0.3382347972300188,88.17979070166409,0.31505964478079657,87.9103282626101,2.4499999999999996e-05,27128.185928520114,5151.349817276001
60,0.3327867885379526,88.54005832904443,0.31927445499872187,89.11128903122498,2.4499999999999996e-05,26949.360332631026,5238.992117404938
61,0.3322108297297713,88.28272430948705,0.3296542532736058,88.23058446757406,2.4499999999999996e-05,26770.681262665657,5325.906480073929
62,0.3320376873374251,88.29987991079088,0.31106212293748575,88.791032826261,2.4499999999999996e-05,26592.345263177645,5412.841811180115
63,0.3220730252802975,88.86601475381713,0.31654745822338415,89.19135308246597,2.4499999999999996e-05,26414.4499823753,5500.510377168655
64,0.32010812410401895,88.93463715903242,0.320912695150551,88.63090472377903,2.4499999999999996e-05,26236.55010742355,5589.085963487625
65,0.32523382769673576,88.35134671470234,0.3205443182594782,89.43154523618895,2.4499999999999996e-05,26058.98150880833,5677.359468698502
66,0.3275044686538847,88.57436953165208,0.3296111855533621,88.951160928743,2.4499999999999996e-05,25881.893800796664,5765.645932197571
67,0.330369342547335,88.54005832904443,0.33243237346339166,88.39071257005604,2.4499999999999996e-05,25704.932467913666,5852.566941738129
68,0.31776824597122943,89.20912677989364,0.31180629203374904,89.03122497998399,2.4499999999999996e-05,25528.301404145757,5939.523910284042
69,0.3196572707005728,88.93463715903242,0.3206259260853354,88.791032826261,2.4499999999999996e-05,25351.869669365995,6026.466802597046
70,0.3227103654040207,89.17481557728598,0.33183771061649125,88.15052041633307,2.4499999999999996e-05,25175.85521778232,6113.482437849045
71,0.32676865016540835,89.24343798250129,0.3279267201144949,87.7502001601281,2.4499999999999996e-05,24999.972165036885,6200.434824228287
72,0.30667145602145596,88.96894836164007,0.31713481141243866,88.47077662129703,1.7149999999999997e-05,24850.045009663427,6287.429916143417
73,0.3082762014745214,89.22628238119746,0.3117804584787596,89.19135308246597,1.7149999999999997e-05,24727.222550032704,6375.940482616425
74,0.3065664351630689,89.26059358380512,0.31212924278860954,88.71096877502002,1.7149999999999997e-05,24604.484016139668,6463.766888380051
75,0.3067388346907327,89.8438840281352,0.3086320750230403,88.31064851881506,1.7149999999999997e-05,24482.118272792824,6551.652065515518
76,0.3159428046015119,89.17481557728598,0.31569610888047445,89.03122497998399,1.7149999999999997e-05,24359.639536356473,6638.586149454117
77,0.3138638781854967,88.86601475381713,0.3288449104353368,87.8302642113691,1.7149999999999997e-05,24237.350080148826,6727.131096124649
78,0.31182408218298713,89.50077200205867,0.3303051551787542,88.23058446757406,1.7149999999999997e-05,24115.388012456577,6814.060299396515
79,0.3148605931907519,88.9861039629439,0.34576418268098363,86.78943154523618,1.7149999999999997e-05,23993.212508309745,6901.190810918808
80,0.2968859216519471,89.7237948190084,0.3323611951380181,88.15052041633307,1.7149999999999997e-05,23871.596471106215,6988.330285787582
81,0.31060763026290006,88.9861039629439,0.31048416814582647,88.871096877502,1.7149999999999997e-05,23749.874749367387,7076.238563537598
