epoch,train_loss,train_acc,val_loss,val_acc,lr,kl_loss,time_elapsed
1,2.149615140230463,77.89621318373071,0.4484444386252636,86.38743455497382,0.0001,537578.9268341064,142.57141661643982
2,0.4429622956554224,84.9929873772791,0.40914323613905784,86.78010471204189,0.0001,39130.915199279785,287.18078875541687
3,0.3834065964583929,86.59186535764375,0.3821621702603645,88.08900523560209,0.0001,13554.48040485382,431.89155626296997
4,0.3685261593718829,87.3492286115007,0.3787145890802613,88.08900523560209,0.0001,8002.866649627686,576.5899386405945
5,0.3334375821989223,88.24684431977559,0.35239781415899385,88.48167539267016,0.0001,5532.939927101135,721.2778692245483
6,0.3103451129918994,89.56521739130434,0.32029960182110206,88.61256544502618,0.0001,4049.281345844269,866.0017385482788
7,0.27911243738415864,90.15427769985975,0.3555876243352422,87.04188481675392,0.0001,3038.4944801330566,1010.744092464447
8,0.25659655821372507,91.44460028050491,0.3242819723612214,88.61256544502618,0.0001,2305.16907286644,1151.9161610603333
9,0.23187035979594653,91.92145862552594,0.2970213274208156,90.18324607329843,0.0001,1749.9617079496384,1293.0524418354034
10,0.20771506408887144,92.45441795231416,0.293434601567237,90.05235602094241,0.0001,1325.230896949768,1437.9866704940796
11,0.185284700610406,93.40813464235625,0.3524406461504712,88.61256544502618,0.0001,1087.648918390274,1582.8743312358856
12,0.169793975499503,94.10939691444601,0.2931951851905836,91.36125654450262,0.0001,866.9440148472786,1724.00621676445
13,0.141923692987093,95.0350631136045,0.29505636119308115,90.44502617801047,0.0001,677.9317036271095,1868.897759437561
14,0.12883436013923424,95.31556802244039,0.3034771106971418,89.3979057591623,0.0001,521.061226785183,2010.0542027950287
15,0.10803415448975333,95.93267882187938,0.3529350386515896,89.65968586387434,0.0001,398.9563848078251,2151.2088594436646
16,0.09029586429145814,96.85834502103786,0.4001977904120714,86.51832460732984,0.0001,306.8691745400429,2292.3896815776825
17,0.08870669147113805,96.94249649368864,0.3338814172184452,90.31413612565446,0.0001,242.3960860222578,2433.50914645195
18,0.0824855004736401,97.19495091164096,0.370752691946985,90.31413612565446,0.0001,197.07072477042675,2574.5880439281464
19,0.05149161637501234,98.40112201963534,0.3599044510373417,90.18324607329843,5e-05,172.23771756887436,2715.725645303726
20,0.052601110872018776,98.28892005610098,0.3709873601147635,90.18324607329843,5e-05,157.5075623691082,2856.788590192795
21,0.05001738773004287,98.42917251051894,0.3473519298796318,90.83769633507853,5e-05,147.52375046908855,2997.8568036556244
22,0.04824900565747328,98.17671809256662,0.3454014015890974,90.83769633507853,5e-05,140.42507214844227,3138.875320672989
23,0.047369290309113785,98.62552594670407,0.35484440824143704,90.18324607329843,5e-05,133.96041296422482,3279.9745790958405
24,0.040854596068650224,98.76577840112202,0.35082730404597295,90.18324607329843,5e-05,129.05521450936794,3421.0575346946716
25,0.03264008467383127,99.1023842917251,0.3681439380233081,90.70680628272251,2.5e-05,124.0285093486309,3562.2412116527557
26,0.034872173509469334,98.93408134642357,0.37425269939435973,90.57591623036649,2.5e-05,120.89817444980145,3703.4713883399963
27,0.031759993784813756,99.04628330995793,0.39028031478464126,89.92146596858639,2.5e-05,118.3330359607935,3844.571837425232
