epoch,batch,mu_mean,mu_std,logvar_mean,logvar_std,actual_var
1,0,-0.008761702105402946,0.24816551804542542,0.009009866043925285,0.2640099823474884,1.0450263023376465
1,100,0.0020882999524474144,0.15314611792564392,0.06941738724708557,0.10230161249637604,1.0775355100631714
1,200,-0.0016125813126564026,1.128037929534912,0.4705439507961273,0.7545057535171509,2.1906747817993164
1,300,-0.03726676106452942,2.6568524837493896,1.3190391063690186,2.445962429046631,220.64151000976562
1,400,-0.007173784077167511,3.110316038131714,1.4202768802642822,2.6187243461608887,241.8668975830078
1,500,-0.027274318039417267,3.921664237976074,1.6266067028045654,3.000960111618042,607.20947265625
1,600,-0.019412368535995483,4.535429000854492,1.5791988372802734,2.966381311416626,488.4058837890625
1,700,-0.039584845304489136,5.831652641296387,1.8022348880767822,3.3438010215759277,1367.1376953125
1,800,-0.014889955520629883,6.752397537231445,1.6462593078613281,3.1321537494659424,721.3883056640625
1,900,-0.018273532390594482,8.509129524230957,1.7441623210906982,3.364691972732544,1172.88623046875
1,1000,-0.07285118103027344,11.569289207458496,1.9788048267364502,3.785461187362671,2817.019287109375
1,1100,-0.12134778499603271,14.478665351867676,1.8081138134002686,3.53299617767334,1871.558837890625
1,1200,-0.18115007877349854,20.462926864624023,1.7744112014770508,3.402789354324341,1727.275146484375
1,1300,-0.18536806106567383,25.146160125732422,1.2885758876800537,2.606940746307373,627.0576171875
1,1400,-0.1442493200302124,24.3853759765625,0.6593133807182312,1.3060907125473022,6.191180229187012
1,1500,-0.19255757331848145,40.044864654541016,0.644636869430542,1.1525145769119263,3.6401093006134033
1,1600,-0.11018121242523193,29.376619338989258,0.42805346846580505,0.829743504524231,2.281343460083008
1,1700,-0.001748800277709961,20.565752029418945,0.2828717827796936,0.6347938179969788,1.6717908382415771
1,1800,-0.10013604164123535,39.48043441772461,0.33650264143943787,0.6352358460426331,1.6975855827331543
1,1900,-0.01119387149810791,24.625967025756836,0.22706565260887146,0.5264490842819214,1.4842770099639893
1,2000,-0.026800155639648438,30.185644149780273,0.15492171049118042,0.43927517533302307,1.2956401109695435
1,2100,-0.029001235961914062,33.229408264160156,0.144105464220047,0.506436824798584,1.3046247959136963
1,2200,-0.02278423309326172,31.03594398498535,0.10051114857196808,0.37682753801345825,1.184770107269287
1,2300,0.056439757347106934,22.246017456054688,0.12328408658504486,0.3935464918613434,1.2328623533248901
1,2400,0.047911763191223145,27.120304107666016,0.07378202676773071,0.31245145201683044,1.1339242458343506
1,2500,0.03855288028717041,22.514005661010742,0.05708080530166626,0.3425675332546234,1.1244525909423828
1,2600,0.09038162231445312,25.359657287597656,0.02197946608066559,0.37197229266166687,1.0962494611740112
1,2700,-0.02160513401031494,28.69239044189453,0.03523772954940796,0.5098926424980164,1.1765944957733154
2,0,-1.7146763801574707,155.17233276367188,0.2283564805984497,1.3901950120925903,4.757657051086426
2,100,0.4303703308105469,155.71463012695312,0.160384863615036,0.8771063089370728,1.7351655960083008
2,200,0.9487981796264648,178.69879150390625,0.10351952165365219,0.9353907704353333,1.690397024154663
2,300,0.9408740997314453,154.04359436035156,0.06186065450310707,1.4968934059143066,2.964618682861328
2,400,0.629608154296875,146.2422332763672,0.1375393122434616,1.5620900392532349,3.941941022872925
2,500,0.8689184188842773,132.07188415527344,0.12085875868797302,0.8838659524917603,1.6483315229415894
2,600,0.5878944396972656,157.73825073242188,0.07916780561208725,1.272667407989502,2.4477014541625977
2,700,0.8410711288452148,135.46763610839844,0.10156971961259842,1.672782063484192,5.511124610900879
2,800,1.0659008026123047,153.43585205078125,0.14887240529060364,1.7291436195373535,7.526346206665039
2,900,0.8277974128723145,115.19312286376953,0.08931733667850494,1.2719496488571167,3.3075971603393555
2,1000,0.8312993049621582,115.89299774169922,0.13293585181236267,1.226387858390808,2.506552219390869
2,1100,0.6912131309509277,84.23250579833984,0.09461796283721924,0.8477858304977417,1.6529110670089722
2,1200,0.6829290390014648,93.19910430908203,0.12861058115959167,1.0026049613952637,1.9651591777801514
2,1300,0.7534570693969727,104.68313598632812,0.10947149991989136,0.9527272582054138,1.7051966190338135
2,1400,0.8269553184509277,108.09913635253906,0.11208255589008331,1.0291647911071777,1.843336820602417
2,1500,0.6701831817626953,113.00567626953125,0.09633077681064606,0.9235707521438599,1.6532829999923706
2,1600,0.6125373840332031,92.43108367919922,0.06441353261470795,0.7726710438728333,1.4530463218688965
2,1700,0.5641465187072754,103.40245056152344,0.01904132589697838,0.6254519820213318,1.2573015689849854
2,1800,0.40950775146484375,96.85493469238281,0.022967951372265816,0.5829569697380066,1.2220802307128906
2,1900,0.3818697929382324,82.11157989501953,0.04661835357546806,0.891097903251648,1.7172149419784546
2,2000,0.3007020950317383,79.73173522949219,0.06489460170269012,0.8310913443565369,1.5735702514648438
2,2100,0.24610185623168945,79.74478149414062,0.03805552050471306,0.7565622329711914,1.4502769708633423
2,2200,0.33643507957458496,58.79444885253906,0.015966106206178665,0.612504243850708,1.2510268688201904
2,2300,0.26271915435791016,83.0136489868164,0.00039692409336566925,0.5158937573432922,1.139436960220337
2,2400,0.27550220489501953,75.79285430908203,0.008429447188973427,0.7556344270706177,1.3748557567596436
2,2500,0.20858526229858398,96.79566955566406,-0.010942498221993446,0.6981199979782104,1.2592642307281494
2,2600,0.6563477516174316,60.13959503173828,0.044560931622982025,0.5357058048248291,1.2086234092712402
2,2700,0.6001853942871094,84.1255111694336,-0.0005651814863085747,0.2987962067127228,1.0450563430786133
3,0,2.392986297607422,301.748046875,0.11093571037054062,3.727081537246704,12115.9296875
3,100,-0.14281463623046875,133.50413513183594,0.0629512220621109,1.7133647203445435,4.507105350494385
3,200,0.18355560302734375,154.2606658935547,0.06010577827692032,1.0554547309875488,1.9907960891723633
3,300,0.0647592544555664,168.61183166503906,-0.00802627019584179,0.8890315890312195,1.4706356525421143
3,400,0.05756568908691406,171.85121154785156,-0.026121720671653748,0.8592647910118103,1.3896095752716064
3,500,-0.1352863311767578,150.6199493408203,0.026672765612602234,0.7313109040260315,1.3671703338623047
3,600,-0.6296443939208984,171.0510711669922,-0.004374060779809952,0.6177429556846619,1.2006330490112305
3,700,0.5205287933349609,79.61019897460938,0.008314806967973709,0.9934788346290588,1.9738270044326782
3,800,-0.34067630767822266,153.5260009765625,0.08318866044282913,0.8412669897079468,1.5299023389816284
3,900,-0.743870735168457,171.41896057128906,0.09370814263820648,1.1068670749664307,1.970801591873169
3,1000,0.1271200180053711,119.50443267822266,0.05460464581847191,0.6841801404953003,1.3214632272720337
3,1100,-0.17594432830810547,137.4154052734375,0.03846046328544617,0.6713005304336548,1.2929989099502563
3,1200,-0.11950302124023438,138.14024353027344,0.021337611600756645,0.6225998401641846,1.2334773540496826
3,1300,-0.002315521240234375,141.9601593017578,0.04069482162594795,0.643016517162323,1.2751479148864746
3,1400,-0.1322498321533203,140.93365478515625,0.018898773938417435,0.40990445017814636,1.1070795059204102
