epoch,batch,train_loss,train_recon_loss,train_kl_loss,train_acc,val_loss,val_recon_loss,val_kl_loss,val_acc,lr,beta,grad_norm,time_elapsed
1,1351,63322.65826524362,63275.403485721385,47254.836071259895,0.8163831360946746,21856.112590921337,21790.8779532597,65234.63884024785,0.8064655172413793,4.000000000000001e-06,0.001,168739.28125,719.6021168231964
2,1351,31333071.745128743,114930.97547614644,31218139652.245644,0.8313609467455622,109457.42552532327,109456.2332974138,1192.0769592285155,0.8169827586206897,8.000000000000001e-06,0.001,176600.65625,1461.0884659290314
3,1351,116331.79331834782,99983.70184217826,16348090.947299864,0.8238720414201184,82294.99944773706,82294.94422144396,55.125888706075735,0.8105172413793104,9.997539658034168e-06,0.001,200418.234375,2180.256563425064
4,1351,84369.80621301776,70000.55312153291,14369253.222319456,0.8143491124260355,50446.087156519396,50446.02469019397,62.34820592156772,0.8083620689655173,9.977873061452551e-06,0.001,191967.203125,2899.4000782966614
5,1351,3.4833229973469947e+18,44626.393466565736,3.483322935722296e+21,0.8137943786982249,34760.40697063578,34760.40431034483,2.391063088384168,0.819396551724138,9.938625865312252e-06,0.001,75846.5703125,3618.609023332596
6,1351,1147768730.4119852,34888.19692902875,1147733714608.229,0.8316383136094675,31581.802943157327,31581.801299838364,1.6557217735668708,0.8318965517241379,9.879969687616026e-06,0.001,70995.8671875,4337.740383148193
7,1351,30378407928.241062,32089.85104388175,30378373573133.23,0.8333025147928994,30922.136021686423,30922.136021686423,0.4542847849171737,0.8288793103448275,9.80216101690461e-06,0.001,9922.5537109375,5056.905345916748
8,1351,3.093281212942694e+29,31105.182483560235,3.093281064151824e+32,0.8271079881656804,30741.978502155172,30741.978502155172,0.23447395904824653,0.8284482758620689,9.705540090697576e-06,0.001,87025.03125,5776.075137376785
9,1351,367239984217422.9,31418.33899431398,3.672399545025586e+17,0.8321005917159763,30709.18817012392,30709.18817012392,0.1796425299783205,0.8293103448275863,9.590529407721232e-06,0.001,16900.724609375,6495.30996465683
