epoch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,time_elapsed
1,52420671.98258394,0.12817474847639,52420671.85531302,159.51933462408525,0.08864715978314605,159.4306876267059,0.001,56.13753318786621
2,178.2089958505316,0.06640963192906353,178.14258612119235,78.94621808015847,0.04427998536561109,78.90193813661986,0.001,115.3571937084198
3,50.8481148153871,0.026922565168486193,50.82119219905727,13.189752325226989,0.01428535218716045,13.175466959989524,0.001,170.82970714569092
4,12.211640809263502,0.008719335258989543,12.202921454723064,5.276301927204374,0.005582875006278104,5.270719063432911,0.001,226.60190510749817
5,4.7068665617114895,0.0037034037244726217,4.703163150575135,25.91015451165694,0.0026648815476653883,25.907489583462098,0.001,282.25841426849365
6,2.1413366995997483,0.0019293287047760684,2.139407373391665,0.8348901981039892,0.0013794174942459109,0.8335107821452467,0.001,338.0179133415222
7,1.741101460306199,0.0012433011296517369,1.739858158669629,0.6011815961403183,0.0011328474782065405,0.6000487464892713,0.001,393.7136437892914
8,0.9071140741663319,0.0008588853192382625,0.9062551902300053,0.5251502334317074,0.0007689013219544593,0.5243813312506374,0.001,449.34901881217957
9,0.6341461360372684,0.0006471392904871378,0.6334989961687025,0.45294706542280655,0.0006226552934002697,0.4523244088963617,0.001,505.40200090408325
10,0.4893699597649194,0.0005236981733805106,0.48884626195489705,3.3861033946652954,0.0005629476118549894,3.3855404521845562,0.001,576.1938579082489
11,0.3505747022086775,0.00047463035562131964,0.35010007122060754,0.20803607377824904,0.000413940718052673,0.2076221331010891,0.001,641.5157852172852
