epoch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,time_elapsed
1,2466133.0195209826,0.21217211313381956,2466132706.4813766,242624.10541930379,0.012217975162629839,242624075.94936708,0.001,52.07975149154663
2,221054.32546707825,0.01147518116356498,221054299.44258672,242593.84810126582,0.012136739077447336,242593827.84810126,0.001,106.5962381362915
3,57982.520356023706,0.010226322697465318,57982507.82047615,1.2474113385888594,0.011994310029888456,1235.4169751903678,0.001,157.82838797569275
4,944.251884082844,0.008288551031120613,944243.6212476793,1.249161057834384,0.008728859610148246,1240.43212890625,0.001,209.04734468460083
5,10.106545876670669,0.006871692557399581,10099.674079308143,1.2345469888252547,0.009090321798679194,1225.456614047666,0.001,260.3364100456238
6,78.65522516232271,0.006768431867585405,78648.45056252951,1.2562475038480154,0.00965877293455827,1246.58866940269,0.001,311.6080825328827
7,5.210361484970365,0.00632234964107808,5204.038913265689,1.2254771522328824,0.006564081174946284,1218.9130133133901,0.001,362.8474214076996
8,1.6589718523261312,0.006578967946832283,1652.392790741973,1.2334689671480203,0.00600708148418631,1227.4618306220332,0.001,414.0875883102417
9,1.3000875056444943,0.005981754143799113,1294.105690086281,1.226096541066713,0.005896027481383821,1220.2004595406447,0.001,465.36512207984924
10,1.2883249953552918,0.005910807637149816,1282.4141265533783,1.2244936846479584,0.006628896005133379,1217.8647321870055,0.001,516.6444320678711
11,1.2184300894265647,0.00523845549637022,1213.1915776179387,1.204079720038402,0.0074033424054873705,1196.6763189774526,0.001,571.852034330368
12,3325.73090003349,0.006237408902322116,3325724.5847238395,1.1136992430385155,0.00542819197584368,1108.2710007293315,0.001,623.0817768573761
13,0.30373666435863905,0.006823334580666007,296.91331634187435,0.0063426830758682535,0.005261256306467554,1.0814267374292206,0.001,674.2714207172394
14,0.008115197082848422,0.006729536208805147,1.3856607944100767,0.006417964661753253,0.005197802070775835,1.2201625221892247,0.001,725.4692094326019
15,0.008088482513123161,0.0066756343886072,1.4128480550352034,0.0067702440863263,0.005211633833455322,1.5586102023909363,0.001,776.7453830242157
16,0.008074907931386606,0.006685990287543653,1.3889175784456862,0.006396246528771671,0.00531890601084768,1.0773404715936394,0.001,827.9606032371521
17,0.007950982602139178,0.006609770310735637,1.3412122282680574,0.0064775686257200525,0.005391661901486731,1.0859066745902919,0.001,879.1839034557343
18,0.007959733303933108,0.006604837735981813,1.3548955064225983,0.006582806013595266,0.005318583643559037,1.2642222929604445,0.001,930.4684295654297
