Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
149,536527058.4917288,0.33996918004587157,1848018.0104712043,0.32837701612903225
150,51252149.84721153,0.3404069053079947,2117618.7434554975,0.32837701612903225
151,2416370.8248529835,0.34021236074705113,6815216.90052356,0.32837701612903225
152,6371628.025401275,0.3398719077653997,2300574.3664921466,0.32837701612903225
153,7172442.522272813,0.339725999344692,2457489.151832461,0.32837701612903225
154,613572765.1406325,0.34016372460681515,2103822.219895288,0.32837701612903225
155,3136648.776841528,0.3397746354849279,2176550.994764398,0.32837701612903225
156,12223203.959148664,0.3401150884665793,2221500.544502618,0.32837701612903225
157,7055199.838557745,0.33967736320445613,2319695.120418848,0.32837701612903225
158,2165517.074588013,0.34030963302752293,2156094.848167539,0.32837701612903225
159,2028149.019490966,0.33953145478374835,35275437.15183246,0.32837701612903225
160,52073405.36996393,0.33967736320445613,2172521.717277487,0.32837701612903225
161,2380858.0286183837,0.3397746354849279,18465298.010471202,0.32837701612903225
162,10080336.96140756,0.3395800909239843,2250519.5602094242,0.32837701612903225
163,2159530.2708134735,0.33967736320445613,1978694.7643979057,0.32837701612903225
164,2396587.5859786756,0.34006645232634336,1911806.9738219895,0.32837701612903225
165,780285453.9997315,0.34021236074705113,1899449.1518324607,0.32837701612903225
166,3119345.181615316,0.3399205439056357,290474545.71727747,0.32837701612903225
167,4230957.429833916,0.34030963302752293,550483834.0942408,0.32837701612903225
168,2159242.8886225927,0.34021236074705113,68225824.10471204,0.32837701612903225
169,1918096.5808865963,0.34045554144823065,1981961.214659686,0.32837701612903225
170,3421586.454993122,0.3398232716251638,2033335.5392670156,0.32837701612903225
