Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
74,71241399.65112367,0.33453473132372213,6277958.031413613,0.3165322580645161
75,2582475.0160259213,0.33429155062254257,2494188.3141361256,0.3165322580645161
76,13294056.868869863,0.33414564220183485,2009644259.7696335,0.3165322580645161
77,100158628.00667958,0.33458336746395806,2105344.64921466,0.3165322580645161
78,589476184.7457788,0.33414564220183485,9468627.769633507,0.3165322580645161
79,2428889.2180569004,0.33434018676277855,2519040.9842931936,0.3165322580645161
80,16747619.31280124,0.33419427834207077,2836967.7486910997,0.3165322580645161
81,15763620.092463804,0.3346806397444299,2358678.429319372,0.3165322580645161
82,3943304.43761782,0.33424291448230664,2452623.476439791,0.3165322580645161
83,239710287.20314252,0.33458336746395806,2339877.298429319,0.3165322580645161
84,79377765.38790713,0.334097006061599,2944195.2670157067,0.3165322580645161
85,2495994.5991713866,0.3348265481651376,2295478.3036649213,0.3165322580645161
86,2349924.5135030546,0.3344860951834862,3800296276.712042,0.3165322580645161
87,584043792.345144,0.33434018676277855,2016985.6544502617,0.3165322580645161
88,56955076.9887885,0.33424291448230664,18224026.492146596,0.3165322580645161
89,4404371.356584186,0.3344860951834862,2579857.403141361,0.3165322580645161
90,365618348.34186995,0.3347779120249017,273490159.56020945,0.3165322580645161
91,444884174.2069376,0.3347779120249017,18390595.62303665,0.3165322580645161
92,1196661071.4303224,0.33453473132372213,2214718.7434554975,0.3165322580645161
93,4114845.710519039,0.3343888229030144,975578669.026178,0.3165322580645161
94,3951688.648337132,0.33429155062254257,62643534.596858636,0.3165322580645161
95,137394436.6635647,0.3339510976408912,4137355.5602094242,0.3165322580645161
96,27756466.978607748,0.33429155062254257,2596513.7382198954,0.3165322580645161
97,1136237988.8548138,0.33434018676277855,2699864.397905759,0.3165322580645161
98,2265015.278969638,0.33414564220183485,2536168.90052356,0.3165322580645161
