epoch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,time_elapsed
1,442570.3894122931,0.1346887376534163,442570236.94826776,380252.91573275864,0.011790452846165362,380252898.4275862,0.001,49.24280118942261
2,588558.0311806583,0.010489589188209343,588558005.8698225,485171.51487068966,0.011851064610327111,485171503.2275862,0.001,99.50901198387146
3,413623.2533284777,0.010198535676632274,413623234.04325676,1.2955855451781175,0.012531765743062414,1283.0537092537716,0.001,146.7674880027771
4,21.80437639408563,0.008702845074313544,21795.672805515267,1.2312612196494792,0.009403151305841989,1221.8580145474139,0.001,194.07254552841187
5,1.4931639198368118,0.005794008722261542,1487.3698324169634,1.2240021796062075,0.006069075287287605,1217.9330482219827,0.001,241.36789846420288
6,6952.1394950694585,0.006219690955607716,6952132.685846272,1.2221038061996987,0.005180724650814102,1216.9230216190733,0.001,288.7070722579956
7,0.7245903171470786,0.006044187067770923,718.5460951306235,0.006392846853825553,0.005379157022027106,1.0136897921562196,0.001,336.05338859558105
8,0.008347284681158217,0.007015899331419117,1.3313852812235172,0.006332089080764302,0.005177630673580128,1.1544583550814924,0.001,383.2543544769287
9,0.008259346823004134,0.006985978752418735,1.2733680197649453,0.006168165186355854,0.005432765858633251,0.7353992901999374,0.001,430.4700536727905
10,0.008236765355207908,0.007016962101357885,1.2198031798622313,0.006707693087258215,0.005441696816605741,1.265996213616996,0.001,477.72964119911194
11,0.008171672173004223,0.007004205669970775,1.167466443935795,0.006307896014688344,0.005143188627372528,1.1647073425095658,0.001,528.3625509738922
12,0.008144617479531503,0.006974701956327806,1.1699154600941923,0.006516550067041454,0.005127268864227266,1.3892811281927702,0.001,575.7736501693726
13,0.008173652634592231,0.007026741832919066,1.1469107421015847,0.007695248867545662,0.005848958910089628,1.8462898903879625,0.001,623.1619756221771
14,0.008156640681757773,0.007001834519940412,1.1548061154826859,0.006944516946657978,0.005093077933094625,1.8514389243619196,0.001,670.5848715305328
