Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
84,15138.970922102533,0.3319621354849279,14833.424083769634,0.34660618279569894
85,14511.485386728338,0.3321080439056357,14172.774869109948,0.34660618279569894
86,13877.10738300254,0.3322053161861075,13567.37172774869,0.34660618279569894
87,13268.539766065001,0.3323025884665793,12957.905759162304,0.34660618279569894
88,12682.36530561407,0.33235122460681515,12393.926701570681,0.34660618279569894
89,12125.870191148755,0.3323025884665793,11838.617801047121,0.34660618279569894
90,11593.82188640236,0.3322053161861075,11322.219895287959,0.34660618279569894
91,11090.601856483148,0.33225395232634336,10834.973821989528,0.34660618279569894
92,10608.359876267272,0.3315244102228047,10379.141361256545,0.34660618279569894
93,10265.000114935277,0.33215668004587157,9916.900523560209,0.34660618279569894
94,9712.101174678508,0.3325944053079947,9494.240837696336,0.34660618279569894
95,9294.552433928802,0.3321080439056357,9085.947643979058,0.34660618279569894
96,8904.215374079593,0.3323025884665793,8703.24607329843,0.34660618279569894
97,8520.64128685479,0.33249713302752293,8336.5445026178,0.34660618279569894
98,8166.872179422472,0.3320594077653997,7984.586387434555,0.34660618279569894
99,7826.597177440755,0.3317675909239843,7649.842931937173,0.34660618279569894
100,7499.2465938359455,0.3322053161861075,7336.0,0.34660618279569894
101,7189.817122638376,0.33186486320445613,7028.523560209424,0.34660618279569894
102,6888.654270954319,0.3325944053079947,6743.748691099477,0.34660618279569894
103,6611.1751828829,0.3321080439056357,6471.455497382199,0.34660618279569894
104,6346.13638564828,0.33186486320445613,6200.795811518325,0.34660618279569894
105,6086.6175912993485,0.33171895478374835,5962.178010471204,0.34660618279569894
106,5847.327417214756,0.331913499344692,5721.089005235602,0.34660618279569894
107,5612.376545884398,0.3317675909239843,5497.2565445026175,0.34660618279569894
108,5391.321070975241,0.33167031864351243,5281.130890052356,0.34660618279569894
109,5183.503867625789,0.3322053161861075,5081.926701570681,0.34660618279569894
110,4979.7920425607645,0.33215668004587157,4876.020942408377,0.34660618279569894
