Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
132,1200096.8243728671,0.334097006061599,1203547.22513089,0.3130040322580645
133,1197203.2421246145,0.3339510976408912,1179294.115183246,0.3130040322580645
134,1195253.332956769,0.33424291448230664,1178205.109947644,0.3130040322580645
135,1197646.6417254957,0.33434018676277855,1187410.6806282722,0.3130040322580645
136,1189817.4301914494,0.33443745904325034,1194070.785340314,0.3130040322580645
137,1184221.0284400724,0.33419427834207077,1167456.7539267016,0.3130040322580645
138,1179880.2836416748,0.33443745904325034,1183563.4764397906,0.3130040322580645
139,1180519.5694201381,0.334632003604194,1170109.7801047121,0.3130040322580645
140,1166877.5029818125,0.334632003604194,1196739.4764397906,0.3130040322580645
141,1170953.8303194668,0.33419427834207077,1181567.497382199,0.3130040322580645
142,1164991.4004905624,0.33443745904325034,1167642.2617801046,0.3130040322580645
143,1163866.5149790512,0.33419427834207077,1156127.162303665,0.3130040322580645
144,1157627.0269474657,0.3335620085190039,1141616.1256544502,0.3130040322580645
145,1152839.0449814603,0.33424291448230664,1133746.8062827226,0.3130040322580645
146,1146942.1461291453,0.33419427834207077,1155519.9162303666,0.3130040322580645
147,1144584.0994983015,0.3347779120249017,1134732.272251309,0.3130040322580645
148,1146866.8498367874,0.33443745904325034,1135077.1518324607,0.3130040322580645
149,1140725.205980226,0.334097006061599,1128183.9162303666,0.3130040322580645
150,1137703.2747694522,0.33419427834207077,1126364.8167539267,0.3130040322580645
151,1129542.3684569008,0.3346806397444299,1123345.0052356021,0.3130040322580645
152,1131750.5653050856,0.33424291448230664,1138299.3507853404,0.3130040322580645
153,1121849.8550842232,0.33429155062254257,1123585.1308900523,0.3130040322580645
154,1116317.908542279,0.3343888229030144,1128155.4764397906,0.3130040322580645
155,1113691.2456774246,0.33414564220183485,1107534.0732984294,0.3130040322580645
156,1108581.1409421526,0.33429155062254257,1113562.5130890051,0.3130040322580645
157,1115897.082540339,0.3339510976408912,1099850.4712041884,0.3130040322580645
